number,time,1num,2num,3num,4num,5num,6num,7num,8num,9num,10num,11num,12num,13num,14num,15num,16num,17num,18num,19num,20num
889020,11:10,58,18,5,46,41,1,74,10,63,59,34,22,78,55,8,45,70,61,29,7
889019,11:05,24,62,60,18,63,42,29,17,58,50,13,68,78,47,79,26,28,45,49,51
889018,11:00,79,71,45,20,62,66,53,74,9,30,41,78,8,22,26,52,28,42,12,63
889017,10:55,17,61,34,38,24,8,80,53,70,39,36,48,79,60,57,72,12,18,45,55
889016,10:50,53,51,43,14,13,19,71,65,25,54,46,7,29,24,2,68,62,4,52,28
889015,10:45,66,4,8,54,38,59,13,39,33,41,32,45,68,52,1,21,72,35,9,80
889014,10:40,60,37,11,6,52,61,58,49,19,53,30,8,23,20,62,18,1,16,44,68
889013,10:35,16,66,37,61,49,41,28,67,60,47,30,35,72,62,2,31,14,79,54,3
889012,10:30,1,65,40,74,42,7,44,6,58,78,38,68,23,33,49,11,28,4,73,63
889011,10:25,41,65,60,49,27,33,13,71,6,47,59,12,7,25,57,14,9,63,72,3
889010,10:20,8,36,38,56,16,39,1,21,27,18,60,65,63,12,20,75,40,74,45,9
889009,10:15,55,25,20,14,49,60,61,18,4,58,39,76,23,56,1,47,21,22,38,12
889008,10:10,70,34,49,37,59,56,21,12,52,35,2,54,62,58,13,18,4,47,11,46
889007,10:05,6,77,13,9,40,4,24,31,15,73,41,57,5,46,45,38,20,29,7,69
889006,10:00,17,5,25,20,78,46,26,12,50,33,11,49,79,9,31,30,51,66,16,13
889005,09:55,8,6,19,22,62,51,64,30,31,63,55,47,9,18,70,61,58,45,57,23
889004,09:50,32,48,30,31,55,12,75,61,64,78,15,65,51,57,9,74,71,25,62,35
889003,09:45,48,78,12,45,66,50,37,18,57,11,69,56,19,42,52,63,58,35,49,54
889002,09:40,18,53,3,79,9,76,20,71,41,52,49,36,62,1,56,75,6,19,60,64
889001,09:35,68,45,35,47,21,58,76,77,59,40,25,73,28,75,53,69,74,65,2,33
889000,09:30,8,13,6,30,43,5,67,61,22,40,47,2,66,28,21,59,23,10,3,50
888999,09:25,34,56,29,41,75,16,53,63,45,79,52,11,35,14,73,13,60,77,12,19
888998,09:20,76,50,2,34,18,69,36,52,75,44,16,41,29,9,66,32,45,79,57,72
888997,09:15,54,69,5,36,2,33,23,56,57,79,9,40,76,51,50,41,73,65,42,47
888996,09:10,26,69,78,49,15,9,73,13,68,44,38,10,20,63,42,17,64,61,70,51
888995,09:05,5,74,27,31,26,65,37,38,72,53,3,18,48,33,63,21,6,71,30,52
888994,09:00,47,35,78,57,59,3,6,71,17,76,74,31,32,41,15,60,8,75,9,2
888993,08:55,69,27,14,50,57,49,10,16,72,30,18,22,53,40,64,66,15,74,52,35
888992,08:50,65,66,60,9,16,78,62,37,59,45,57,2,54,71,38,28,33,44,34,39
888991,08:45,46,22,67,34,57,29,56,47,51,23,16,74,68,50,20,64,17,14,66,13
888990,08:40,13,19,49,62,48,10,33,14,56,28,69,39,36,34,58,42,75,53,22,79
888989,08:35,55,67,56,15,79,49,29,19,21,48,65,74,24,73,31,23,69,45,20,44
888988,08:30,4,33,50,42,15,22,37,70,53,9,19,55,21,51,57,16,2,69,8,75
888987,08:25,67,41,48,33,44,7,5,63,23,19,12,29,77,49,10,66,62,51,28,38
888986,08:20,25,18,45,50,47,10,57,68,21,60,2,48,27,37,62,33,69,73,42,17
888985,08:15,1,51,48,42,14,40,39,23,44,27,12,50,16,15,79,3,66,33,61,20
888984,08:10,69,57,36,11,24,64,12,33,31,67,61,30,8,59,38,7,35,44,79,4
888983,08:05,16,1,65,79,51,74,8,52,71,33,27,58,7,77,23,68,2,13,73,64
888982,08:00,24,48,22,14,16,78,39,52,65,51,36,42,18,58,29,8,37,11,15,71
888981,23:55,78,75,28,53,70,80,74,61,6,18,44,43,34,73,25,33,62,72,46,35
888980,23:50,55,45,37,6,14,24,32,26,75,16,72,3,7,74,56,22,12,76,34,71
888979,23:45,63,74,50,64,15,59,57,65,10,41,31,68,60,49,8,14,34,52,13,51
888978,23:40,34,4,18,76,60,25,45,7,17,22,26,15,65,10,6,74,44,5,47,8
888977,23:35,33,35,3,23,46,65,13,43,18,67,78,61,74,25,30,48,17,47,70,21
888976,23:30,54,29,74,36,60,68,9,65,59,53,25,13,55,72,1,69,41,78,39,3
888975,23:25,38,33,76,30,20,23,39,1,66,3,37,62,55,25,50,17,44,41,79,51
888974,23:20,51,52,8,17,12,32,74,45,56,62,24,44,33,15,65,54,55,28,21,47
888973,23:15,7,71,27,56,43,42,66,24,35,40,69,48,51,49,13,75,12,45,41,30
888972,23:10,44,34,11,55,45,80,24,60,22,19,13,61,7,58,50,76,37,56,14,20
888971,23:05,32,60,75,78,51,63,42,39,37,3,9,26,79,1,30,49,46,14,29,76
888970,23:00,75,10,37,28,40,18,3,1,62,32,22,35,45,73,29,52,64,39,31,12
888969,22:55,17,30,29,19,4,20,79,21,64,32,36,56,71,54,38,77,43,3,65,27
888968,22:50,38,57,62,75,56,52,36,59,20,11,3,50,18,72,55,67,39,69,1,8
888967,22:45,80,68,44,67,75,65,41,11,56,54,5,59,48,16,12,53,37,22,77,74
888966,22:40,52,73,55,59,17,36,44,18,74,53,57,71,21,50,66,23,16,12,79,15
888965,22:35,42,5,29,14,56,13,8,74,44,27,34,32,6,22,72,1,28,46,77,45
888964,22:30,77,70,18,68,59,7,33,34,36,71,22,19,30,46,5,26,13,51,58,44
888963,22:25,71,37,73,1,27,34,56,19,65,25,68,5,26,70,11,52,49,2,14,31
888962,22:20,57,22,38,11,6,45,31,28,15,41,10,25,79,29,74,56,32,49,14,67
888961,22:15,71,48,24,7,63,80,22,14,45,34,61,67,35,20,36,74,75,70,19,65
888960,22:10,76,14,6,18,67,23,1,13,45,31,47,29,68,21,20,37,43,57,4,8
888959,22:05,15,33,66,25,10,27,28,65,53,41,38,17,20,58,16,5,60,74,29,77
888958,22:00,69,15,34,63,1,42,56,49,73,78,9,45,11,26,61,40,28,80,24,64
888957,21:55,52,29,13,55,63,75,47,74,17,22,11,42,19,30,44,31,39,6,68,28
888956,21:50,61,10,16,68,67,80,15,17,21,78,23,33,35,32,4,79,76,8,77,29
888955,21:45,32,48,10,6,64,53,2,50,55,17,54,26,30,35,13,59,27,34,37,1
888954,21:40,72,19,12,2,80,38,55,43,26,75,47,66,7,61,30,33,13,49,68,27
888953,21:35,6,11,71,66,29,26,21,36,16,1,75,39,18,65,53,42,5,22,56,7
888952,21:30,13,42,22,4,46,71,67,24,64,37,26,27,72,51,23,28,34,68,35,44
888951,21:25,27,30,72,45,3,7,80,25,1,53,41,12,9,71,78,63,62,14,65,74
888950,21:20,22,37,6,13,15,42,5,69,65,48,74,77,76,39,23,44,14,66,7,75
888949,21:15,46,10,37,27,25,26,23,30,47,34,6,80,60,12,65,66,8,32,62,22
888948,21:10,73,9,59,51,63,58,68,1,40,77,52,21,56,34,44,72,27,24,12,33
888947,21:05,34,71,30,7,12,75,39,21,16,20,60,23,63,35,13,61,49,73,18,52
888946,21:00,36,53,75,65,47,23,32,28,77,40,21,73,70,41,8,31,69,12,26,74
888945,20:55,40,32,17,20,23,21,50,75,56,7,61,52,57,31,13,10,38,28,74,66
888944,20:50,40,64,28,74,61,33,24,47,13,30,31,6,41,1,2,10,16,73,69,59
888943,20:45,80,59,29,35,16,8,34,41,67,12,63,17,31,58,15,30,4,69,45,28
888942,20:40,24,15,35,55,14,65,57,42,79,25,40,20,80,58,28,73,9,33,6,59
888941,20:35,11,19,61,78,22,68,21,31,2,51,74,47,29,25,27,39,16,69,52,18
888940,20:30,29,72,78,58,12,17,50,4,7,1,30,67,31,48,43,35,27,55,47,76
888939,20:25,16,69,15,29,36,40,70,10,2,27,66,72,75,55,32,43,30,24,23,73
888938,20:20,49,40,72,78,39,79,19,51,58,48,56,17,36,59,24,37,2,75,71,47
888937,20:15,31,61,49,36,3,45,38,55,40,9,1,24,29,16,14,73,65,80,35,7
888936,20:10,23,30,6,41,72,22,74,32,65,4,48,20,35,78,27,60,75,2,54,64
888935,20:05,18,8,63,76,20,14,42,44,45,38,32,74,19,37,62,4,53,2,61,59
888934,20:00,14,54,45,62,77,49,17,63,40,47,73,33,65,1,25,75,80,6,28,57
888933,19:55,17,44,75,47,53,16,52,66,1,70,29,50,46,61,5,22,64,2,23,41
888932,19:50,13,60,23,48,58,76,43,66,12,56,40,55,80,9,68,44,65,22,63,31
888931,19:45,52,34,58,23,50,9,36,11,38,37,27,39,61,76,4,10,25,78,66,2
888930,19:40,78,29,37,62,47,72,63,52,80,56,71,20,64,66,27,31,33,9,25,13
888929,19:35,29,23,16,66,13,65,57,61,26,54,52,39,58,34,51,8,60,27,44,36
888928,19:30,76,28,57,48,44,42,54,9,59,63,68,45,11,10,50,52,12,36,75,49
888927,19:25,41,19,23,40,26,49,76,72,34,43,32,11,58,70,37,22,69,67,8,38
888926,19:20,47,43,68,80,52,55,71,50,49,8,23,17,26,22,12,4,65,7,46,15
888925,19:15,26,75,37,49,20,54,56,27,46,43,79,24,18,78,70,73,8,41,44,77
888924,19:10,55,3,32,6,5,12,11,65,2,15,75,68,37,54,70,14,8,1,13,22
888923,19:05,44,10,46,17,31,39,26,63,8,68,23,48,21,19,66,25,52,42,7,34
888922,19:00,65,54,52,76,13,53,67,4,24,8,55,11,1,45,10,74,23,30,37,80
888921,18:55,5,61,35,48,67,50,69,76,73,2,13,17,10,64,43,66,34,39,80,9
888920,18:50,61,65,66,54,51,10,73,53,41,3,71,70,72,30,32,42,60,1,34,74
888919,18:45,40,25,12,23,39,32,17,34,79,2,26,41,50,78,15,24,3,36,35,7
888918,18:40,46,7,29,71,8,30,34,75,45,73,10,32,53,68,12,3,33,2,39,26
888917,18:35,64,49,72,73,26,13,67,28,54,52,51,79,16,35,36,4,58,47,20,41
888916,18:30,57,70,8,42,48,76,27,26,9,18,29,43,2,75,69,80,51,33,63,53
888915,18:25,51,8,71,48,75,25,44,54,58,35,2,62,12,72,64,53,14,33,19,5
888914,18:20,9,66,72,69,43,18,44,22,56,7,60,59,13,12,14,62,55,27,36,65
888913,18:15,28,33,2,15,55,18,74,40,45,5,71,16,58,20,54,37,31,47,80,68
888912,18:10,65,70,35,7,23,11,32,56,48,60,50,12,27,47,64,16,67,21,55,49
888911,18:05,35,79,71,45,63,49,51,64,37,9,10,2,22,67,3,47,1,25,46,34
888910,18:00,32,7,16,25,44,63,79,5,48,74,52,28,1,72,21,3,70,6,69,60
888909,17:55,71,31,15,20,41,6,24,38,34,5,56,79,48,29,14,42,53,78,57,73
888908,17:50,33,13,35,3,11,51,49,37,77,30,42,22,59,48,34,19,75,17,58,8
888907,17:45,76,35,22,23,15,18,20,40,27,25,42,52,1,53,56,8,46,49,3,73
888906,17:40,75,74,4,71,32,29,65,57,42,68,61,58,64,13,17,22,43,79,46,31
888905,17:35,31,14,48,36,44,27,57,19,68,2,72,18,12,79,39,4,5,33,6,17
888904,17:30,20,71,15,69,23,61,37,12,7,52,27,62,48,38,42,68,80,35,16,78
888903,17:25,63,43,78,50,3,65,26,8,74,51,30,76,80,47,31,69,56,72,38,73
888902,17:20,78,60,46,2,20,10,47,69,70,9,66,5,57,74,49,30,33,64,13,48
888901,17:15,5,8,2,49,34,18,77,80,3,72,11,42,15,28,76,56,73,58,44,10
888900,17:10,53,71,21,7,68,44,50,13,80,39,62,18,27,25,6,4,34,49,60,35
888899,17:05,27,68,31,24,6,72,25,62,18,60,79,71,36,12,28,22,65,42,3,7
888898,17:00,2,26,61,10,19,23,59,35,25,58,38,42,22,71,44,56,13,65,1,50
888897,16:55,24,68,55,37,64,40,7,23,21,57,76,66,51,22,77,79,61,6,69,49
888896,16:50,72,8,56,70,37,18,42,14,55,46,10,30,53,34,25,44,24,43,17,59
888895,16:45,32,41,45,47,59,12,68,37,33,11,40,9,3,62,60,64,76,63,57,17
888894,16:40,40,59,78,6,34,8,69,50,28,62,27,25,79,38,45,73,24,4,41,68
888893,16:35,61,34,57,29,30,48,67,35,18,32,31,52,76,46,45,6,17,2,1,10
888892,16:30,39,28,56,76,14,61,75,12,44,50,47,57,53,73,19,66,13,65,6,77
888891,16:25,73,38,10,17,59,13,22,76,28,50,11,36,64,5,19,46,9,16,56,44
888890,16:20,30,10,33,41,58,35,79,11,8,44,75,16,49,20,15,72,17,29,60,66
888889,16:15,37,28,27,7,21,71,63,14,75,49,77,74,43,1,46,12,68,78,20,11
888888,16:10,77,39,55,40,36,16,15,33,45,49,23,6,51,75,50,19,1,69,56,46
888887,16:05,47,8,57,42,70,28,34,45,66,37,60,20,71,14,27,54,63,31,50,17
888886,16:00,12,7,50,44,70,53,49,68,32,37,43,52,10,36,1,17,79,67,26,33
888885,15:55,49,70,52,25,59,24,9,17,60,28,44,35,64,11,29,57,76,10,48,79
888884,15:50,59,17,54,3,79,8,58,70,23,67,43,68,29,56,45,44,62,74,4,41
888883,15:45,70,9,30,10,19,65,76,69,3,78,79,32,67,53,66,80,8,13,15,4
888882,15:40,43,80,72,13,30,47,75,41,11,46,49,27,25,1,2,76,74,64,67,77
888881,15:35,59,67,53,38,36,27,15,25,65,32,72,23,66,71,63,68,4,30,77,41
888880,15:30,63,10,22,14,35,4,23,69,12,1,66,39,5,17,30,31,37,76,74,43
888879,15:25,14,35,22,23,32,30,38,77,65,43,75,60,48,13,20,33,51,54,70,46
888878,15:20,22,73,27,25,41,63,9,29,49,31,60,69,78,32,7,24,38,26,55,1
888877,15:15,29,80,54,39,47,16,22,68,12,15,63,3,55,21,28,10,1,49,19,67
888876,15:10,62,17,57,78,50,31,56,49,39,28,54,21,65,29,76,45,33,26,8,77
888875,15:05,65,60,58,48,21,17,31,7,52,79,55,49,45,54,18,36,50,64,51,4
888874,15:00,36,13,40,63,34,3,41,52,69,56,73,8,45,66,1,61,64,17,48,42
888873,14:55,41,46,56,64,32,4,76,66,79,2,38,63,30,26,50,49,59,18,24,42
888872,14:50,55,31,36,58,79,78,20,22,44,16,39,43,42,35,15,19,38,2,9,52
888871,14:45,2,3,7,70,41,13,80,12,63,29,48,62,74,24,22,42,73,40,11,64
888870,14:40,54,56,11,37,50,10,40,48,13,24,65,75,78,5,17,62,79,31,42,7
888869,14:35,12,24,45,27,6,30,62,66,15,41,77,14,21,55,72,8,52,38,50,69
888868,14:30,27,71,63,10,65,69,3,52,8,49,26,31,50,80,53,44,9,79,66,25
888867,14:25,45,59,23,49,62,76,39,57,31,53,63,18,7,50,48,10,14,56,30,32
888866,14:20,14,42,41,3,17,59,45,33,80,76,46,9,67,28,70,8,40,22,68,60
888865,14:15,7,19,8,11,18,4,29,72,33,26,10,69,16,48,22,20,45,54,52,55
888864,14:10,31,7,50,6,75,58,40,53,27,38,35,39,65,37,54,1,66,33,2,71
888863,14:05,12,1,71,72,62,76,49,48,77,23,21,39,69,32,43,52,35,27,75,60
888862,14:00,65,70,56,30,21,72,6,42,41,71,32,45,12,47,76,17,16,8,44,60
888861,13:55,77,75,30,41,45,57,20,38,43,70,2,49,76,3,28,63,25,53,59,13
888860,13:50,48,25,23,7,5,10,38,74,36,56,8,60,24,33,72,54,59,12,20,44
888859,13:45,6,57,80,64,46,20,12,4,55,77,51,56,50,36,7,16,68,69,72,43
888858,13:40,73,48,23,39,72,54,3,13,31,51,22,68,55,65,53,78,57,66,37,71
888857,13:35,67,56,68,4,6,76,38,22,31,37,47,64,13,7,26,32,48,77,14,69
888856,13:30,60,29,40,36,47,50,11,31,32,65,19,23,9,59,5,16,30,54,48,69
888855,13:25,11,65,50,74,39,53,59,24,62,44,6,47,1,22,69,15,60,19,49,20
888854,13:20,20,29,10,14,18,64,39,34,68,74,36,56,67,30,37,45,27,65,6,77
888853,13:15,78,75,41,56,19,5,38,51,9,60,20,15,65,12,24,8,71,70,39,68
888852,13:10,11,70,78,2,52,13,41,45,33,29,69,18,15,16,21,7,49,74,27,40
888851,13:05,4,77,5,48,58,56,34,43,38,63,59,23,66,16,17,39,47,31,68,24
888850,13:00,32,11,79,54,60,68,42,24,72,38,43,10,59,48,5,62,47,57,61,22
888849,12:55,78,50,48,20,60,40,27,9,68,10,11,38,16,42,21,25,53,70,15,73
888848,12:50,32,17,53,58,5,80,63,43,36,73,69,26,61,57,71,54,79,56,50,10
888847,12:45,34,10,46,67,59,37,9,18,61,25,48,16,42,17,11,32,64,79,65,4
888846,12:40,44,47,55,25,63,58,40,50,16,64,69,10,11,62,4,57,21,72,76,46
888845,12:35,1,55,51,31,60,69,24,18,6,57,22,38,12,54,73,71,75,35,26,28
888844,12:30,38,69,67,77,78,57,60,6,26,47,51,23,56,14,11,31,76,62,66,64
888843,12:25,1,79,48,33,6,68,58,75,8,47,32,17,49,24,46,3,60,57,20,34
888842,12:20,17,61,72,7,13,79,39,60,71,5,1,15,65,35,45,75,9,76,70,23
888841,12:15,38,16,25,42,39,52,71,67,15,5,1,7,54,77,45,10,66,41,49,58
888840,12:10,40,12,34,23,56,69,50,27,4,9,25,16,78,6,1,2,29,41,7,64
888839,12:05,48,61,56,73,14,79,44,71,72,20,18,2,43,76,35,57,66,31,70,45
888838,12:00,54,13,43,17,28,57,30,60,34,23,27,68,2,78,8,6,5,3,62,31
888837,11:55,68,52,7,43,40,64,41,53,24,26,30,42,47,63,74,25,18,20,49,58
888836,11:50,72,9,77,13,16,80,22,32,28,12,37,44,7,35,63,61,15,23,24,21
888835,11:45,54,69,31,42,24,63,37,68,40,56,45,7,55,70,51,65,3,58,5,43
888834,11:40,5,49,79,55,80,2,16,66,69,54,36,31,58,19,63,12,25,9,27,75
888833,11:35,15,43,59,54,40,68,63,62,35,65,51,33,69,2,48,78,16,11,4,74
888832,11:30,49,54,50,72,36,45,80,27,51,41,64,19,59,61,3,48,69,31,21,44
888831,11:25,32,2,42,79,76,7,71,77,5,23,69,13,52,47,9,39,17,73,18,60
888830,11:20,41,12,2,53,25,22,7,46,19,65,47,32,54,80,40,60,36,9,28,14
888829,11:15,24,41,19,15,38,8,53,64,1,78,67,13,17,42,57,30,76,72,75,33
888828,11:10,58,15,41,48,45,76,50,80,64,28,39,79,7,78,77,34,53,12,9,43
888827,11:05,66,33,4,51,67,25,14,32,35,40,18,13,43,1,31,71,64,8,70,19
888826,11:00,3,79,44,57,62,64,72,46,56,11,69,55,80,19,77,52,59,10,1,71
888825,10:55,12,80,59,10,67,60,19,11,47,46,75,17,26,77,40,54,51,65,36,39
888824,10:50,32,71,38,19,58,56,7,60,74,23,22,80,53,76,18,62,41,10,20,5
888823,10:45,57,80,40,75,76,71,51,63,23,43,34,52,77,9,2,29,41,46,11,10
888822,10:40,6,75,65,55,54,25,9,56,39,27,63,66,48,71,17,77,58,62,26,45
888821,10:35,49,70,36,75,80,3,72,23,24,69,56,43,20,61,27,21,59,29,19,63
888820,10:30,26,62,43,56,73,3,44,5,7,72,49,18,71,48,78,8,39,35,74,53
888819,10:25,7,6,77,70,11,57,4,5,2,37,60,28,36,64,26,43,14,56,44,1
888818,10:20,29,25,43,27,47,38,48,67,44,73,9,30,68,5,7,66,3,26,60,10
888817,10:15,2,62,39,27,42,75,23,61,48,37,18,71,58,15,1,36,8,5,28,74
888816,10:10,44,73,35,72,19,79,74,67,4,32,18,57,5,55,50,49,9,11,66,14
888815,10:05,58,16,69,66,73,79,1,10,23,78,13,42,62,26,67,34,74,71,48,19
888814,10:00,36,42,20,48,28,60,27,43,10,40,3,37,63,73,64,47,70,67,46,17
888813,09:55,65,61,71,22,15,39,68,44,33,54,63,26,10,23,69,9,64,35,20,34
888812,09:50,60,45,52,9,26,47,72,36,29,5,61,49,22,63,66,28,7,40,51,15
888811,09:45,28,49,72,17,6,73,54,16,31,44,15,7,70,57,53,58,52,51,43,45
888810,09:40,50,49,15,23,73,16,11,65,47,51,75,4,17,68,27,44,59,32,36,37
888809,09:35,61,28,16,62,79,56,80,50,32,14,7,11,20,58,38,2,8,67,65,59
888808,09:30,32,56,78,33,3,38,16,77,39,57,64,31,1,41,26,6,24,35,10,22
888807,09:25,54,66,75,18,71,4,26,64,7,3,20,5,25,19,1,53,44,34,29,37
888806,09:20,67,8,74,17,75,37,33,22,24,26,49,61,44,48,54,38,20,15,32,1
888805,09:15,2,69,34,70,1,7,72,76,49,25,80,21,77,68,16,54,41,18,53,8
888804,09:10,21,63,52,22,13,31,1,45,23,37,39,28,73,42,4,25,27,40,47,76
888803,09:05,70,46,45,40,48,76,39,5,62,65,8,4,37,33,74,52,22,47,69,43
888802,09:00,3,30,2,42,34,12,35,18,10,75,51,9,36,54,78,77,46,37,23,50
888801,08:55,29,14,34,73,3,42,13,28,46,8,9,38,51,31,33,68,2,47,63,66
888800,08:50,57,73,61,29,20,17,58,34,6,45,30,80,62,40,41,13,31,49,2,25
888799,08:45,58,47,57,36,22,62,26,43,11,38,80,8,53,71,78,23,5,1,48,77
888798,08:40,49,76,20,67,43,2,42,51,19,16,71,50,57,61,32,24,28,41,21,53
888797,08:35,68,33,25,73,32,23,75,50,1,64,29,46,11,57,59,71,5,63,20,10
888796,08:30,39,35,69,67,57,28,48,16,58,75,64,61,13,77,70,29,5,59,60,7
888795,08:25,20,50,24,19,52,69,47,37,60,70,18,34,57,54,17,30,12,41,49,33
888794,08:20,44,50,30,7,75,4,22,18,47,71,26,46,48,40,12,35,53,56,58,20
888793,08:15,66,27,10,35,52,34,63,71,25,9,67,12,11,2,46,59,60,56,44,13
888792,08:10,39,23,57,43,2,52,22,49,48,36,73,33,74,35,66,9,7,61,17,80
888791,08:05,49,76,1,47,2,72,63,60,71,39,26,80,34,29,32,20,22,38,54,43
888790,08:00,73,20,63,55,21,9,58,5,10,51,2,75,56,67,6,50,69,64,31,59
888789,23:55,62,25,66,75,42,39,72,40,64,17,65,13,43,55,77,1,21,69,8,4
888788,23:50,40,2,49,6,16,42,12,51,29,61,68,41,45,28,62,34,63,31,59,4
888787,23:45,26,48,68,28,46,71,67,53,4,63,30,38,18,70,19,75,25,13,20,5
888786,23:40,48,74,6,36,3,47,21,78,37,49,35,33,40,42,22,45,51,60,25,32
888785,23:35,3,2,67,30,36,44,39,50,37,57,34,15,79,6,19,78,65,18,14,40
888784,23:30,31,7,21,46,15,8,43,22,49,14,68,2,44,67,35,61,71,63,38,56
888783,23:25,48,61,45,62,77,54,24,21,74,80,39,51,60,13,19,42,44,34,59,66
888782,23:20,44,56,17,63,80,6,52,31,58,2,72,25,29,28,10,64,38,62,3,68
888781,23:15,4,76,32,8,61,45,21,12,71,17,22,27,50,26,20,38,53,78,7,65
888780,23:10,10,6,76,43,11,59,31,71,7,77,1,26,67,56,65,39,63,52,51,36
888779,23:05,25,38,46,20,59,16,72,39,22,9,5,50,11,49,23,17,48,73,78,15
888778,23:00,10,18,51,13,49,60,64,62,76,34,3,29,53,28,44,77,66,15,7,55
888777,22:55,52,49,75,69,29,79,16,74,50,55,77,11,3,2,39,43,27,37,68,78
888776,22:50,5,77,55,75,46,31,40,42,58,6,27,21,74,3,11,14,37,12,22,4
888775,22:45,64,77,41,60,33,36,21,71,55,45,2,12,47,61,50,14,65,40,16,56
888774,22:40,27,78,70,5,43,46,76,25,1,57,63,50,72,40,65,31,52,4,67,29
888773,22:35,76,48,20,56,61,60,66,43,58,46,10,55,50,42,74,67,45,24,39,4
888772,22:30,26,73,67,55,8,36,49,76,79,28,10,11,57,38,5,46,47,45,27,65
888771,22:25,36,32,29,67,37,11,41,76,66,14,43,71,18,65,3,7,24,59,57,50
888770,22:20,31,48,80,10,52,14,19,36,5,8,78,41,76,60,79,24,38,21,27,77
888769,22:15,50,69,31,32,43,29,19,18,51,44,72,17,53,4,34,61,13,76,7,12
888768,22:10,11,59,20,65,52,6,63,30,28,14,23,21,1,16,17,53,39,7,35,74
888767,22:05,55,68,34,38,76,33,18,9,35,42,4,31,64,49,8,59,10,43,46,29
888766,22:00,19,57,23,31,55,35,54,21,46,16,13,29,4,38,10,63,51,42,34,59
888765,21:55,32,20,39,19,10,34,48,36,65,18,44,2,54,7,53,22,37,23,8,51
888764,21:50,66,25,18,9,46,73,41,22,26,44,70,23,37,78,61,6,42,30,34,12
888763,21:45,54,55,50,36,74,61,68,79,73,51,38,22,17,5,71,37,33,78,19,10
888762,21:40,64,53,3,35,19,52,1,68,61,65,15,62,59,51,29,20,45,38,25,4
888761,21:35,8,20,67,1,28,33,73,2,24,44,37,74,71,21,51,30,60,23,13,69
888760,21:30,9,80,4,8,48,3,52,22,30,44,5,69,79,78,33,28,76,57,17,72
888759,21:25,37,15,12,59,20,70,66,67,7,16,19,51,27,26,6,35,42,11,54,2
888758,21:20,1,34,25,3,72,2,10,65,44,38,40,69,67,15,28,45,55,58,80,47
888757,21:15,73,27,5,50,68,16,54,29,30,12,28,49,75,46,25,77,31,35,70,3
888756,21:10,11,50,37,68,65,58,66,40,32,59,19,55,24,15,56,71,12,10,22,21
888755,21:05,36,46,68,7,50,65,69,52,63,76,17,16,13,45,19,15,53,40,6,67
888754,21:00,16,65,74,5,17,66,75,25,27,80,69,28,12,22,58,45,19,44,34,55
888753,20:55,62,26,20,12,45,31,1,70,65,58,25,42,33,54,15,56,60,44,61,11
888752,20:50,49,4,52,27,11,30,29,15,50,22,38,40,80,9,16,20,56,36,26,1
888751,20:45,66,59,33,30,37,74,26,45,79,11,60,65,28,23,39,7,46,73,2,40
888750,20:40,34,58,31,5,25,77,41,12,17,69,67,50,23,9,18,27,66,60,78,28
888749,20:35,40,72,64,43,55,73,56,54,76,3,38,26,71,67,44,75,65,23,80,42
888748,20:30,11,39,36,14,21,7,54,66,16,55,17,71,65,29,79,40,41,74,72,70
888747,20:25,59,80,69,78,38,37,14,56,41,53,58,42,65,44,27,39,36,15,25,63
888746,20:20,72,8,48,55,14,5,52,71,43,12,40,37,67,24,33,11,46,15,27,25
888745,20:15,2,65,32,16,5,75,39,52,23,4,48,72,59,19,35,3,37,9,28,41
888744,20:10,51,24,79,77,66,59,1,80,27,13,5,21,28,50,29,75,20,69,11,68
888743,20:05,56,1,22,24,30,44,4,14,2,12,38,20,61,46,32,11,63,58,47,49
888742,20:00,73,34,4,63,9,71,29,80,58,64,23,21,25,45,39,52,78,48,50,12
888741,19:55,55,69,65,31,50,53,67,79,52,41,11,1,35,44,76,47,57,12,9,22
888740,19:50,42,71,76,57,44,48,14,32,43,30,79,9,17,66,73,35,45,51,62,1
888739,19:45,28,37,50,34,74,61,69,8,17,13,5,38,75,12,66,18,72,23,53,76
888738,19:40,62,58,10,78,31,33,76,65,37,67,13,47,35,16,52,12,1,25,74,59
888737,19:35,62,2,8,74,16,37,44,50,52,6,33,4,17,41,26,55,21,3,30,31
888736,19:30,19,20,1,38,11,79,16,62,49,78,5,41,65,22,7,76,47,67,27,31
888735,19:25,31,12,63,55,52,70,34,66,78,42,3,44,7,11,46,61,67,77,37,57
888734,19:20,5,1,27,56,11,14,45,12,51,7,63,59,76,2,61,13,73,42,50,77
888733,19:15,80,40,6,43,28,1,21,7,71,35,48,79,78,17,69,25,56,14,10,51
888732,19:10,38,25,58,17,67,11,48,47,66,33,9,23,73,55,15,49,50,61,6,52
888731,19:05,44,18,27,10,22,46,76,63,8,11,47,4,13,71,70,61,30,42,31,66
888730,19:00,17,69,76,31,60,74,2,79,43,57,70,12,4,45,61,10,7,80,46,16
888729,18:55,43,7,34,57,42,12,27,62,32,30,33,58,20,11,6,15,39,41,49,74
888728,18:50,73,9,64,26,29,63,74,21,16,38,75,46,80,40,3,28,6,39,55,47
888727,18:45,42,41,19,33,66,32,14,34,46,48,37,28,62,40,47,15,22,57,71,44
888726,18:40,65,51,44,80,37,40,13,33,28,10,8,25,61,41,66,78,50,24,16,2
888725,18:35,61,50,22,67,49,3,38,20,9,76,12,13,27,6,68,14,73,51,29,17
